fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
8.22645871183113,0.47686458349389604,0.35026264485127356,2.34619022765729,0.10527448878239452,22.465842507225783,14.748149892366207,0.993684342667611,3.142400948660315,0.8637226567934881,8.782703125122255,4
10.408258873608286,0.6508541496076768,0.18142416373021766,2.2422783861777127,0.03182795366361664,14.122618397507441,51.12860343736246,0.9963060994175844,3.303776334313393,0.6624371917698793,11.25844057167388,6
6.891257165649314,0.6542898798119059,0.20023125249976784,1.4189306570738691,0.13929381234455518,30.09980673222458,32.43732677739254,0.9978846990177692,3.455573268942007,0.5883310070551503,10.500983777306326,5
7.801663055966586,0.8173938147111921,0.3246371419817924,4.831844499161138,0.0836573463309742,-8.93098141431088,21.50044297503399,1.0001302920081976,3.121260305594907,0.837659544689305,8.553750870668779,5
8.18295969360824,0.5335492600657095,0.04883037984289318,1.9742999438942008,0.09102295108539268,37.44676976993032,69.49140274583196,0.9944238798715528,3.40548298103099,0.6805343395251888,9.598204107343992,7
3.280875016236733,0.6112901725926682,0.2019818174614662,3.479249945653983,0.07391647052242897,-2.012570496352721,-3.206649872960078,0.9958895146196219,3.658391383789415,0.5324961441338281,11.0039217130746,6
11.508425635787457,0.4624525355191351,0.10667343236309373,-0.12501034246071097,0.12332384841155498,9.315525339890893,64.07284045805281,0.9959601332331018,3.46927249689846,0.856349585292075,9.948373664337051,5
6.877523776185086,0.5863979765245596,0.10079192598770728,4.151983941565701,0.1238085147255195,15.470365880451775,67.90355627369587,0.9992760301449198,3.522104370334298,0.6929224999678559,9.763670247834284,5
9.410323778451039,0.6378972096017024,-0.13086926571887186,3.9730956183398822,0.10274755453987205,14.361952957354307,17.8514023823603,0.9966336111491286,3.342750812566324,0.6604974143355045,10.510488787590308,6
8.343937954933224,0.5303380305091249,0.5244720520012,2.6364077544162243,0.11354508797765946,26.467315920278825,19.749489243761044,0.9949760795371927,3.4551897923147483,0.6902444265399813,11.012317042213859,5
10.763714301446848,0.18924990318150076,0.13955763690078393,2.182280547406906,0.07703178551373999,4.79271550459254,38.86317819947513,0.9977615210375514,3.2023220178468947,0.47798637685917855,8.876377051553007,6
9.230901020370545,0.6162941792661791,0.49104145048107456,3.060000007858993,0.11248354132472528,18.638051583572164,55.025158734791056,0.9959311868119223,3.429379571851184,0.5702988580496827,11.260154177461455,6
8.077136311262246,0.6229122954710915,0.47307054106491553,5.704306925232405,0.07111974455273107,9.828772968692583,41.108640261944785,0.9943736641806199,3.4081582201091147,0.6606090423115731,9.639648062071148,5
6.891672833465296,0.4139653047304098,0.025660055761866224,0.03146862153512098,0.08710488624163289,18.998980283042876,59.87399872614014,0.9950037307161753,3.3534866761056494,0.6269071718458045,10.57848643810024,6
9.93613126248785,0.2931225927854972,0.06320186522215934,3.5948383426037784,0.07409174377978402,15.219891272122297,102.41534888119676,0.9999946797134031,3.507401112957775,0.8763128250788212,10.557495831170188,6
5.12780565288169,0.8451758301007932,0.75649556227758,1.2237357769845365,0.06551072865199778,16.875824353171268,29.753063387209156,0.997429997521134,3.2291822743228917,0.6969589949635906,9.96752065811227,7
9.662602756496607,0.6482891021788805,0.6026759289661573,2.4721142451803764,0.05461174550707586,10.125789259124371,-8.885759062509457,0.9969047441053599,3.2819413725289506,0.8053336668481885,9.371608304643143,4
6.521719447201229,0.5041837938156581,0.2640114824676602,2.1529678332898716,0.1089814348813676,10.544328523991135,72.4295546569809,0.9962252019019572,3.3243193062037446,0.6615972102778944,10.257176142289284,6
10.754110591521952,0.32259342337050256,0.3189008902192964,1.900354439083142,0.14859847790223277,18.916361397287982,99.86606642968096,0.9972550828000257,3.15555835433659,0.8395690422368409,12.550396370890233,4
8.790339176792852,0.3856370343157308,0.15013918344003416,2.485348819326179,0.14204179266846928,25.809012810438468,58.568587617635984,0.9972324482974048,3.344039791570037,0.7275797186174362,8.965989963443644,6
9.659422782130196,0.8105180793572464,0.3521470156980646,0.9121603966110934,0.027941429210564528,9.6180669909226,11.192042388682623,0.9972551207735939,3.052160438056923,0.6622814825160382,12.63077562292585,7
8.647579864884495,0.5775323881736093,0.13373543886273043,3.940852610579154,0.14759254341612305,6.777940781984448,42.03544437647357,0.9969182056715278,3.4670431801642314,0.6577418748769667,10.28833459470816,5
5.345721228746205,0.43988258659985874,-0.11614721521669308,-0.011800915678040536,0.07204655042395734,22.34133173955429,10.207248505227767,0.9983507168427805,3.316995604984895,0.49774543353053624,10.642445700506366,7
6.950687505888391,0.6519378462449312,0.018904400562900325,3.255670317959679,0.1152344517118428,15.558709122894262,66.57137580681433,0.9967438982574014,3.2318660644144357,0.7461756724231728,9.295947026338327,6
9.710300807700488,0.3871203625107353,0.2740076220916116,2.0428498064516005,0.044407879393781075,24.620230406852496,2.7587071136500967,0.99484191621245,3.184843958155732,0.6531651951288157,9.674476699987023,7
8.79998047124772,0.8501686060560758,0.05509722525450836,0.8607051486695649,0.09367305595207824,6.389129259602951,36.395878821497604,0.9955363965072884,3.274813145557122,0.5746613667691952,9.996508419954377,6
10.62578182955021,0.8205601069793451,0.25721728166642843,2.7833367188381732,0.10174498959615463,-2.784108716946024,13.861189558594994,0.9929398644823696,3.4132389566158623,0.8480985010380522,9.345166034946505,5
9.225894213466908,0.4566851857594447,0.06581440250775603,0.3202684786109309,0.01722357477977632,10.30345714082349,50.05838992431878,1.0005509525204805,3.392160846810634,0.4474632755978838,10.349298451154954,5
6.759936596735212,0.424265950593828,0.12135275472462123,2.5555993504074888,0.1155885568181769,7.853297602717332,34.277066331591755,0.9983392337247101,3.2041693079082307,0.5881756977764863,10.111580929831874,5
7.067084552102859,0.02637336026154402,0.43210140821850646,0.5079723290638241,0.15025894536840081,15.07272179915685,51.65638730400844,0.9951228660592545,3.183094049105855,0.8347121872925207,12.82093737092288,5
8.685251302941827,0.2536838456897264,0.3170213040516199,3.145780918044964,0.07879154655296348,9.21312525016091,46.7152177589237,0.9961644947861455,3.408534805947947,0.7136388999564431,9.200830977183447,6
4.33472068119981,0.28210604500844877,0.26816375995046404,1.2058997329174743,0.1509279021489166,23.680677989032716,14.426911112828467,0.9954899346990078,3.2016478893077456,0.6518639822990313,10.723228620098304,6
11.512195394121374,0.5770380681974773,0.4370031548834238,1.868608376158967,0.07808440580773685,12.87442224456358,66.0600660329287,0.9996308397016108,3.3189864661119257,0.7026706023355249,10.89741553828219,7
