fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
9.144414060119097,0.6967119585556955,0.5358775329513404,3.589705506633293,0.05526662107620406,21.891436470805075,-15.049841852076511,0.9989432177336591,3.18047595925526,0.4970076624482483,9.933864349775027,6
8.064950688008986,0.8736949952846236,0.4456803997534261,1.7283399971400533,0.08020762247637066,26.065938935595042,18.46767965505594,0.9955081044526926,3.3053194766591374,0.4300735227950772,9.90124448077776,6
9.401070514771177,0.2782578367125546,0.2813297702848331,1.35452156320877,0.04975626371300181,12.421261976575112,32.764622930507386,0.9967859231471,3.312702530806667,0.3907899737361114,8.424792510106984,6
10.889150755893644,0.6313344626043028,0.14708201223594097,2.495275759624667,0.0725258081069651,9.471514287668622,106.40600503488609,0.996797276013574,3.380894551876511,0.7302098150634256,10.036900789128419,4
7.90193926297033,0.4128843375580712,0.4026624295865821,2.2617415284651003,-0.001999889346827932,4.50591947114312,63.80969998508026,0.9957466100336582,3.104971245507876,0.6236084913862636,11.20611199000392,5
7.901967173186394,0.44231743092235476,0.34476222323013245,1.8654807309418149,0.09702480424652811,7.233189435220972,3.2645897888034767,0.9940923154590202,3.3988850910770996,0.7244989175928687,8.998344669015525,6
10.984661786362565,0.4233690936370036,0.44008671180526915,3.4749424264394015,0.08705665734202453,46.86549146574161,61.55316126136438,0.9973136515568736,2.9043412552595838,0.7773803566406573,11.553330916155652,7
9.604639039559945,0.3744816614576332,0.3906826423195742,3.837427291998715,0.04859683433979503,28.969135597736262,-3.5137276460276965,0.9965840924534748,3.2155173171454283,0.7051548888393308,10.936552303192773,6
7.501893543910582,0.5387338930300689,0.4694150159106737,2.6237696408085864,0.11798454641632303,1.7137191548157755,80.64611372438634,0.9976504568919295,3.2367589236322685,0.7718197399455635,9.592343345831859,6
9.22235207409614,0.38042897904601325,0.16830530980349212,4.568542113477367,0.13106579646844824,2.014191454192513,30.924011141827883,0.9956861594177656,3.404999023910686,0.6481795113388142,10.244317398928368,5
7.512189922218814,0.578682228640371,0.5203048724705219,0.9016352402130929,0.011444686374658203,20.959593648044162,43.003641960346535,0.9990195604677449,3.3133946279015305,0.45821112398802344,12.158153988405136,5
